macro_f1,accuracy,weighted_f1,balanced_accuracy,minimum_class_recall,per_class,confusion_matrix,candidate_id,representation,model,c,class_weight,project_weighting,task,status,project_macro_f1,feature_count,runtime_seconds,threshold
0.14935949850095395,0.8118518518518518,0.7275467126979801,0.16666666666666666,0.0,"[{'label': 'blocker', 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'support': 16}, {'label': 'critical', 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'support': 25}, {'label': 'major', 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'support': 51}, {'label': 'minor', 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'support': 27}, {'label': 'normal', 'precision': 0.8118518518518518, 'recall': 1.0, 'f1': 0.8961569910057237, 'support': 548}, {'label': 'trivial', 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'support': 8}]","[[0, 0, 0, 0, 16, 0], [0, 0, 0, 0, 25, 0], [0, 0, 0, 0, 51, 0], [0, 0, 0, 0, 27, 0], [0, 0, 0, 0, 548, 0], [0, 0, 0, 0, 8, 0]]",P-000,word,LinearSVC,0.25,none,none,s6,trained,0.14874897506681128,5000,7.22546849999344,
0.3134484563055992,0.8874074074074074,0.8344694458980174,0.3333333333333333,0.0,"[{'label': 'HIGH', 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'support': 41}, {'label': 'LOW', 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'support': 35}, {'label': 'MEDIUM', 'precision': 0.8874074074074074, 'recall': 1.0, 'f1': 0.9403453689167975, 'support': 599}]","[[0, 0, 41], [0, 0, 35], [0, 0, 599]]",P-012,char,LinearSVC,0.25,none,none,s3,trained,0.3129687394389262,5000,8.915428900014376,
0.5830987897551365,0.7659259259259259,0.7839223330657799,0.6035964650607801,0.3804347826086957,"[{'label': 'HIGH_IMPACT', 'precision': 0.25735294117647056, 'recall': 0.3804347826086957, 'f1': 0.30701754385964913, 'support': 92}, {'label': 'LOWER_IMPACT', 'precision': 0.8942486085343229, 'recall': 0.8267581475128645, 'f1': 0.8591800356506238, 'support': 583}]","[[35, 57], [101, 482]]",P-024,word_char,LinearSVC,0.25,none,none,s2,trained,0.5495104514086032,10000,11.37899749999633,0.225
